Date,Close,High,Low,Open,Volume
2014/4/24,3591.030029,3613.199951,3552.929932,3609.830078,2130870000
2014/4/25,3533.100098,3573.949951,3525.600098,3569.919922,2087140000
2014/4/28,3545.030029,3570.110107,3489.600098,3546.959961,2348320000
2014/4/29,3573.98999,3579.030029,3538.23999,3557.77002,1911240000
2014/4/30,3582.02002,3585.5,3548.110107,3556,2151400000
2014/5/1,3594.360107,3613.030029,3580.02002,3589.659912,2077040000
2014/5/2,3587.639893,3611.560059,3578.530029,3608.840088,1844790000
2014/5/5,3605.090088,3605.26001,3556.399902,3566.26001,1561170000
2014/5/6,3556.51001,3599.649902,3556.100098,3598.27002,1850610000
2014/5/7,3546.469971,3567.550049,3506.350098,3561.469971,2486030000
2014/5/8,3540.419922,3583.639893,3524.850098,3533.389893,2411940000
2014/5/9,3555.699951,3556.350098,3516.23999,3537.679932,1976160000
2014/5/12,3612.72998,3613.370117,3572.689941,3574.23999,1880020000
2014/5/13,3611.129883,3625.77002,3605.780029,3614.909912,1923480000
2014/5/14,3593.25,3614.629883,3585.679932,3603.580078,1764430000
2014/5/15,3565.169922,3598.340088,3542.629883,3594.590088,2083030000
2014/5/16,3587.199951,3590.409912,3545.629883,3568.199951,1741070000
2014/5/19,3615.620117,3618.959961,3572.280029,3577.850098,1601400000
2014/5/20,3600.310059,3624.600098,3585.879883,3612.860107,1797910000
2014/5/21,3635.610107,3636.469971,3605.51001,3605.790039,1703500000
2014/5/22,3650.860107,3660.590088,3633.850098,3639.48999,1835810000
2014/5/23,3677.330078,3678.169922,3646.22998,3656.27002,1536610000
2014/5/27,3723.070068,3723.070068,3691.090088,3693.179932,1812330000
2014/5/28,3712.26001,3726.719971,3708.649902,3720.889893,1785140000
2014/5/29,3735.719971,3735.719971,3717.659912,3723.27002,1714000000
2014/5/30,3736.820068,3741.570068,3716.090088,3738.709961,1903660000
2014/6/2,3732.959961,3740.709961,3707.889893,3740.709961,1631310000
2014/6/3,3730.070068,3735.969971,3715.459961,3719.169922,1718640000
2014/6/4,3743.590088,3750.01001,3715.23999,3720,1610090000
2014/6/5,3776.949951,3782,3735.189941,3748.360107,1926750000
2014/6/6,3794.570068,3795.139893,3782.120117,3792.419922,1616650000
2014/6/9,3795.73999,3804.040039,3783.899902,3795.850098,1783060000
2014/6/10,3800.860107,3802.459961,3786.560059,3790.47998,1787120000
2014/6/11,3797.850098,3803.949951,3783.610107,3789.409912,1778460000
2014/6/12,3763.800049,3794.98999,3751.689941,3790.590088,1908190000
2014/6/13,3775.560059,3784.840088,3759.870117,3782.840088,1754560000
2014/6/16,3779.929932,3789.929932,3761.419922,3768.370117,1675120000
2014/6/17,3781.320068,3790.919922,3769.939941,3775.72998,1814360000
2014/6/18,3804.610107,3807.48999,3764.530029,3786.189941,1860660000
2014/6/19,3800.800049,3811.23999,3783.300049,3808.76001,1845460000
2014/6/20,3802.639893,3807.919922,3794.51001,3803.100098,2721380000
2014/6/23,3805.310059,3806.189941,3794.850098,3802.25,1712930000
2014/6/24,3799.530029,3837.169922,3791.120117,3807.48999,2014700000
2014/6/25,3827.330078,3831.850098,3792.310059,3794.840088,1722820000
2014/6/26,3826.909912,3827.699951,3798.629883,3826.699951,1554070000
2014/6/27,3844.439941,3844.889893,3823.209961,3825.02002,3964930000
2014/6/30,3849.47998,3860.649902,3841.699951,3844.449951,1848110000
2014/7/1,3894.330078,3902.929932,3863.810059,3864.139893,1942550000
2014/7/2,3899.27002,3904.350098,3890.77002,3895.179932,1599480000
2014/7/3,3923.01001,3923.149902,3901.330078,3911.110107,1001730000
2014/7/7,3910.709961,3923.919922,3904.669922,3917.889893,1691390000
2014/7/8,3864.070068,3906.219971,3848.179932,3903.370117,2221820000
2014/7/9,3892.909912,3896.379883,3863.199951,3873.169922,1736960000
2014/7/10,3880.040039,3895.719971,3837.159912,3837.290039,1682920000
2014/7/11,3904.580078,3905.399902,3879.399902,3888.76001,1511250000
2014/7/14,3929.459961,3937.72998,3916.530029,3923.600098,1579660000
2014/7/15,3914.459961,3940.550049,3887.5,3934.790039,1772030000
2014/7/16,3932.330078,3947.48999,3927.01001,3943.600098,2059340000
2014/7/17,3878.01001,3933.879883,3866.219971,3921.870117,2055240000
2014/7/18,3939.889893,3942.149902,3894.560059,3899.379883,1823580000
2014/7/21,3934.139893,3941.929932,3917.73999,3933.110107,1557820000
2014/7/22,3961.620117,3966.100098,3949.090088,3950.830078,1724440000
2014/7/23,3986.189941,3990.639893,3967.959961,3974.659912,1909810000
2014/7/24,3983.189941,3997.5,3975.659912,3994.179932,1935090000
2014/7/25,3965.169922,3970.439941,3945.050049,3959.350098,1711430000
2014/7/28,3967.23999,3977,3936.719971,3966.310059,1783250000
2014/7/29,3959.030029,3983.419922,3957.219971,3974.060059,2090810000
2014/7/30,3976.070068,3989,3960.290039,3982.100098,1872430000
2014/7/31,3892.5,3948.899902,3889.100098,3938.310059,2273380000
2014/8/1,3879.669922,3908.209961,3855.350098,3886.100098,2050340000
2014/8/4,3908.77002,3922.25,3875.100098,3890.629883,1677400000
2014/8/5,3874.939941,3901.169922,3858.649902,3891.129883,1916180000
2014/8/6,3874.27002,3896.649902,3849.449951,3851.439941,1819310000
2014/8/7,3857.939941,3895.73999,3845.199951,3889.689941,1866330000
2014/8/8,3888.090088,3890.629883,3848.48999,3864.090088,1759060000
2014/8/11,3910.459961,3921.189941,3899.370117,3899.97998,1537880000
2014/8/12,3905.22998,3916.72998,3887.580078,3904.449951,1560220000
2014/8/13,3949.199951,3949.689941,3921.439941,3924.469971,1611690000
2014/8/14,3969.110107,3969.23999,3949.080078,3953.27002,1549820000
2014/8/15,3987.51001,3997.080078,3951.25,3993,1799460000
2014/8/18,4020.5,4022.47998,4003.459961,4007.189941,1571100000
2014/8/19,4040.129883,4041.5,4024.169922,4025.51001,1556560000
2014/8/20,4040.709961,4046.969971,4032.199951,4032.909912,1502290000
2014/8/21,4047.030029,4048.949951,4035.75,4041,1421730000
2014/8/22,4052.75,4060.899902,4040.219971,4052.139893,1311810000
2014/8/25,4067.47998,4079.52002,4058.600098,4073.47998,1384620000
2014/8/26,4071.669922,4076.540039,4062.72998,4073.050049,1469620000
2014/8/27,4073.179932,4078.189941,4064.070068,4073.399902,1389470000
2014/8/28,4066.27002,4072.290039,4054.610107,4059.370117,1309580000
2014/8/29,4082.560059,4082.969971,4062.179932,4081.02002,1352830000
2014/9/2,4095.810059,4095.870117,4078.189941,4093.120117,1859080000
2014/9/3,4070.959961,4104.430176,4063.48999,4103.970215,1897450000
2014/9/4,4066.129883,4100.779785,4056.530029,4078.820068,1728700000
2014/9/5,4089.919922,4089.97998,4051.75,4067.370117,1641830000
2014/9/8,4095.469971,4105.5,4076.629883,4086.52002,1670210000
2014/9/9,4061.879883,4110.859863,4053.110107,4094.02002,1956550000
2014/9/10,4094.969971,4095.909912,4054.610107,4063.850098,1808650000
2014/9/11,4092.649902,4092.790039,4060.919922,4077.689941,1704850000
2014/9/12,4069.22998,4089.620117,4057.530029,4087.169922,1784180000
2014/9/15,4029.889893,4070.820068,4018.300049,4070.199951,1940520000
2014/9/16,4067.27002,4073.139893,4009.97998,4012.530029,1879350000
2014/9/17,4073.570068,4090.949951,4048.580078,4066.76001,1796710000
2014/9/18,4103.080078,4103.419922,4080.820068,4084.51001,1774840000
2014/9/19,4100.089844,4118.910156,4084.449951,4113.02002,3178490000
2014/9/22,4061.22998,4092.139893,4044.98999,4091.870117,1881520000
2014/9/23,4051.570068,4069.209961,4043.26001,4045.669922,1847730000
2014/9/24,4094.310059,4096.27002,4041.719971,4055.419922,1765260000
2014/9/25,4007.820068,4087.189941,4007.629883,4079.370117,1939610000
2014/9/26,4053.719971,4057.469971,4015.02002,4016.969971,1637480000
2014/9/29,4047.179932,4056.429932,4008.580078,4009.659912,1737750000
2014/9/30,4049.449951,4070.439941,4031.699951,4054.860107,2200380000
2014/10/1,3984.73999,4043.439941,3972.909912,4043.330078,2312630000
2014/10/2,3985.870117,3996.75,3934.939941,3984.800049,2165500000
2014/10/3,4027.310059,4040.560059,3995.810059,4004.75,1777640000
2014/10/6,4016.27002,4046.709961,4004.209961,4041.399902,1828240000
2014/10/7,3958.590088,4007.939941,3958.439941,3999.25,2111360000
2014/10/8,4041.120117,4048.790039,3938.159912,3960.790039,2451630000
2014/10/9,3969.320068,4040.540039,3965.370117,4031.620117,2264220000
2014/10/10,3870.860107,3969.47998,3870.860107,3946.320068,2765750000
2014/10/13,3808,3893.659912,3807.889893,3866.889893,2467830000
2014/10/14,3810.449951,3860.040039,3801.159912,3837.219971,2496120000
2014/10/15,3785.969971,3801.419922,3700.22998,3738.719971,3058740000
2014/10/16,3765.280029,3795.080078,3704.830078,3706.699951,2591940000
2014/10/17,3815.469971,3848.97998,3791.159912,3815.719971,2260070000
2014/10/20,3870.080078,3872.360107,3804.969971,3813.600098,1717370000
2014/10/21,3971.389893,3971.399902,3908.830078,3916.649902,1997580000
2014/10/22,3949.590088,3988.399902,3947.97998,3980.48999,1967020000
2014/10/23,4012.27002,4032.219971,3984.149902,3989.860107,1952380000
2014/10/24,4042.02002,4045.189941,4003.429932,4019.840088,1754300000
2014/10/27,4046.02002,4052.5,4019.22998,4031.879883,1585580000
2014/10/28,4106.629883,4107.189941,4062.209961,4063.070068,1966920000
2014/10/29,4090.550049,4104.060059,4062.48999,4091.620117,2184050000
2014/10/30,4100.640137,4109.060059,4064.449951,4074.26001,2034960000
2014/10/31,4158.209961,4170.870117,4143.200195,4168.5,2424360000
2014/11/3,4169.279785,4179.359863,4156.790039,4160.600098,2033000000
2014/11/4,4156.22998,4165.049805,4126.720215,4154.879883,1939320000
2014/11/5,4153.27002,4179.930176,4140.209961,4179.22998,2001870000
2014/11/6,4164.080078,4165.77002,4133.97998,4147.310059,1986820000
2014/11/7,4160.5,4171.129883,4139.459961,4170.459961,1978830000
2014/11/10,4175.950195,4179.97998,4151.47998,4162.589844,1830010000
2014/11/11,4187.160156,4187.310059,4165.25,4173.609863,1663690000
2014/11/12,4195.399902,4199.189941,4173.02002,4174.470215,1773060000
2014/11/13,4213.47998,4228.680176,4194.330078,4202.77002,1857580000
2014/11/14,4224.990234,4225.180176,4198.589844,4214.970215,1739950000
2014/11/17,4213.790039,4225.47998,4194.180176,4215.290039,1695070000
2014/11/18,4242.189941,4248.189941,4214.319824,4215.180176,1655760000
2014/11/19,4222.660156,4235.839844,4204.160156,4233.709961,1641560000
2014/11/20,4242.089844,4245.169922,4202.359863,4204.540039,1667330000
2014/11/21,4251.319824,4285.27002,4237.379883,4284.410156,1854340000
2014/11/24,4284.319824,4285,4258.410156,4262.089844,1568130000
2014/11/25,4288.22998,4302.439941,4279.899902,4290.680176,1720140000
2014/11/26,4317.990234,4319.410156,4289.509766,4291.870117,1362930000
2014/11/28,4337.790039,4347.089844,4326.209961,4330.959961,998600000
2014/12/1,4287.810059,4332.549805,4274.680176,4323.950195,1893600000
2014/12/2,4305.959961,4312.919922,4283.890137,4291.330078,1839170000
2014/12/3,4312.930176,4319.02002,4287.040039,4312.169922,1734510000
2014/12/4,4311.930176,4327.549805,4293.939941,4309.47998,1724090000
2014/12/5,4311.569824,4324.419922,4302.040039,4318.279785,1767100000
2014/12/8,4278.339844,4320.080078,4259.009766,4301.27002,1966770000
2014/12/9,4294.669922,4297.72998,4216.870117,4228.209961,1950330000
2014/12/10,4224.870117,4297,4218.850098,4284.5,1850810000
2014/12/11,4246.47998,4296.810059,4238.290039,4241.689941,1873050000
2014/12/12,4199.279785,4254.430176,4199.279785,4207.609863,1888870000
2014/12/15,4157.410156,4236.060059,4145.009766,4224.169922,2143610000
2014/12/16,4089.600098,4190.419922,4089.189941,4122.22998,2231670000
2014/12/17,4165.100098,4175.970215,4089.090088,4095.75,2279930000
2014/12/18,4267.77002,4267.77002,4213.209961,4230.350098,2172260000
2014/12/19,4281.779785,4300.399902,4258.330078,4272.75,3287920000
2014/12/22,4293.669922,4295.27002,4270.540039,4271.870117,1720070000
2014/12/23,4279.299805,4309.029785,4274.509766,4308.950195,1590820000
2014/12/24,4283.100098,4298.870117,4281.799805,4283.189941,729750000
2014/12/26,4314.089844,4322.450195,4294.799805,4295.720215,930220000
2014/12/29,4312.640137,4321.200195,4306.669922,4309.700195,1227740000
2014/12/30,4282.350098,4309.129883,4277.75,4301.140137,1269200000
2014/12/31,4236.279785,4307.009766,4233.709961,4294.879883,1515600000
2015/1/2,4230.240234,4276.709961,4206.459961,4258.600098,1435150000
2015/1/5,4160.959961,4210.959961,4151.850098,4206.549805,1794470000
2015/1/6,4110.830078,4176.259766,4090.330078,4174.779785,2167320000
2015/1/7,4160,4169.970215,4126.390137,4139.850098,1957950000
2015/1/8,4240.549805,4247.930176,4192.629883,4195.490234,2105450000
2015/1/9,4213.279785,4253.970215,4188.609863,4250.97998,1715830000
2015/1/12,4169.970215,4223.879883,4158.109863,4221.52002,1861960000
2015/1/13,4166.200195,4252.700195,4134.939941,4212.990234,2162180000
2015/1/14,4145.839844,4165,4108.319824,4122.080078,2073810000
2015/1/15,4089.649902,4169.439941,4085.699951,4162.109863,1976260000
2015/1/16,4142.140137,4143.529785,4078.850098,4087.879883,1970520000
2015/1/20,4171.209961,4181.339844,4117.149902,4164.430176,1835040000
2015/1/21,4192.089844,4211.279785,4145.819824,4158.129883,1847420000
2015/1/22,4270.359863,4274.149902,4173.540039,4215,1996550000
2015/1/23,4278.140137,4292.879883,4258.47998,4268.529785,1653830000
2015/1/26,4275.720215,4282.47998,4254.470215,4271.100098,1717510000
2015/1/27,4165.5,4209.410156,4151.149902,4200.879883,1954160000
2015/1/28,4140.379883,4235.149902,4140.379883,4233.740234,2118680000
2015/1/29,4181.350098,4189.540039,4103.709961,4134.52002,2110710000
2015/1/30,4148.430176,4210.850098,4144.029785,4178.620117,2264230000
2015/2/2,4188.589844,4189.089844,4094.72998,4162.200195,2006450000
2015/2/3,4229.149902,4229.149902,4174.22998,4201.939941,2153520000
2015/2/4,4221.200195,4248.839844,4198.740234,4202.430176,2212960000
2015/2/5,4256.180176,4258,4220.169922,4229.620117,2036590000
2015/2/6,4228.680176,4271.279785,4214.890137,4259.97998,2034060000
2015/2/9,4216.089844,4235.240234,4206.759766,4209.810059,1654680000
2015/2/10,4281.160156,4286.430176,4232.990234,4240.040039,1773730000
2015/2/11,4297.279785,4305.350098,4277.649902,4284.759766,1793630000
2015/2/12,4347.970215,4347.970215,4317.97998,4321.410156,2075470000
2015/2/13,4384.029785,4384.029785,4351.02002,4359.779785,1942240000
2015/2/17,4385.339844,4387.319824,4370.629883,4379.319824,1751490000
2015/2/18,4390.910156,4393.189941,4374.22998,4378.72998,1684800000
2015/2/19,4411.859863,4415.790039,4388.439941,4388.919922,1592890000
2015/2/20,4443.049805,4444.620117,4397.620117,4406.75,1761140000
2015/2/23,4449.490234,4449.490234,4430.870117,4441.259766,1754850000
2015/2/24,4451.029785,4455.52002,4428.819824,4442.129883,1834890000
2015/2/25,4440.589844,4461.109863,4429.899902,4441.080078,1848560000
2015/2/26,4462.27002,4463.810059,4430.790039,4443.549805,1905550000
2015/2/27,4440.669922,4464.310059,4435.660156,4459.859863,1955590000
2015/3/2,4483.049805,4483.970215,4450.859863,4452.799805,1931110000
2015/3/3,4458.779785,4473.640137,4433.509766,4466.529785,2018900000
2015/3/4,4445.359863,4452.370117,4421,4442.410156,1824830000
2015/3/5,4452.060059,4464.47998,4433.939941,4454.890137,1724200000
2015/3/6,4399.22998,4453.930176,4389.819824,4442.189941,1918220000
2015/3/9,4412.990234,4424.220215,4391.620117,4406.870117,1696510000
2015/3/10,4329.080078,4381.620117,4329.080078,4376.029785,1876010000
2015/3/11,4305.379883,4342.870117,4304.279785,4336.049805,1846020000
2015/3/12,4336.22998,4339.200195,4300.870117,4302.72998,1855110000
2015/3/13,4314.899902,4347.870117,4289.299805,4328.089844,1851410000
2015/3/16,4370.470215,4371.459961,4327.27002,4338.290039,1713480000
2015/3/17,4375.629883,4384.97998,4349.689941,4355.830078,1724370000
2015/3/18,4422.5,4440.490234,4344.490234,4366.799805,1983570000
2015/3/19,4426.819824,4440.009766,4419.839844,4424.790039,1674970000
2015/3/20,4458.540039,4478.680176,4456.410156,4468.290039,2825670000
2015/3/23,4445.540039,4466.339844,4445.52002,4454.149902,1608880000
2015/3/24,4430.990234,4467.790039,4430.970215,4444.390137,1611670000
2015/3/25,4329.290039,4442.540039,4329.290039,4437.379883,2219520000
2015/3/26,4315.259766,4340.160156,4280.950195,4288.160156,2004960000
2015/3/27,4332.859863,4342.930176,4309.52002,4314.600098,1678650000
2015/3/30,4382.819824,4384.180176,4359.779785,4359.779785,1778520000
2015/3/31,4333.689941,4377.359863,4333.689941,4364.140137,1837660000
2015/4/1,4311.259766,4334.560059,4284.060059,4328.169922,1874960000
2015/4/2,4316.009766,4327.790039,4302.490234,4316.240234,1563670000
2015/4/6,4350.97998,4361.560059,4283.910156,4286.160156,1737560000
2015/4/7,4344.080078,4379.410156,4343.740234,4349.299805,1572940000
2015/4/8,4375.959961,4382.819824,4345.089844,4345.22998,1714210000
2015/4/9,4403.950195,4405.649902,4361.22998,4375.779785,1729750000
2015/4/10,4422.02002,4422.629883,4394.379883,4402.02002,244120000
2015/4/13,4409.209961,4448.200195,4407.069824,4428.129883,1544190000
2015/4/14,4397.640137,4418.870117,4375.109863,4409.290039,1571360000
2015/4/15,4424.529785,4435.279785,4406.040039,4409.740234,1795530000
2015/4/16,4418.830078,4427.220215,4408.959961,4412.149902,1662850000
2015/4/17,4351.799805,4390.310059,4333.109863,4379.629883,1985190000
2015/4/20,4417.399902,4423.879883,4373.089844,4373.649902,1646340000
2015/4/21,4435.97998,4448.680176,4430.97998,4444.5,1721260000
2015/4/22,4460.810059,4466.839844,4419.350098,4448.580078,1696380000
2015/4/23,4477.069824,4496.080078,4444.290039,4445.169922,1858620000
2015/4/24,4536.779785,4543.640137,4517.879883,4529.72998,1895150000
2015/4/27,4525.040039,4562.330078,4516.330078,4548.509766,2172470000
2015/4/28,4515.27002,4537.149902,4479.009766,4529.410156,2032500000
2015/4/29,4488.149902,4517.009766,4463.97998,4490.569824,1871300000
2015/4/30,4414.25,4480.359863,4395.100098,4459.22998,2269290000
2015/5/1,4479.060059,4479.060059,4435.240234,4437.700195,1854400000
2015/5/4,4482.609863,4510.470215,4480.850098,4491.189941,1668200000
2015/5/5,4409.390137,4472.22998,4407.27002,4464.209961,2069490000
2015/5/6,4379.75,4429.959961,4349.930176,4420.299805,2144620000
2015/5/7,4401.549805,4413.72998,4373.290039,4377.810059,2042960000
2015/5/8,4458.649902,4466.169922,4441.72998,4445,1978760000
2015/5/11,4438.640137,4468.75,4437.529785,4457.620117,1731390000
2015/5/12,4420.649902,4441.399902,4380.52002,4412.819824,1705870000
2015/5/13,4426.560059,4460.540039,4421.75,4436.080078,1672260000
2015/5/14,4495.040039,4496.25,4448.379883,4461.069824,1741970000
2015/5/15,4494.290039,4509.129883,4482.549805,4505.390137,1667260000
2015/5/18,4512.950195,4521.009766,4483.759766,4487.140137,1643870000
2015/5/19,4503.720215,4521.850098,4498.529785,4514.669922,1750980000
2015/5/20,4505.299805,4533.919922,4484.52002,4505.589844,1786830000
2015/5/21,4529.470215,4537.279785,4495.390137,4499.419922,1683670000
2015/5/22,4527.160156,4542.459961,4522.609863,4522.859863,1544920000
2015/5/26,4472.959961,4521.850098,4456.759766,4516.629883,1731950000
2015/5/27,4546.060059,4551.529785,4479.740234,4488.049805,1809550000
2015/5/28,4535.660156,4548.240234,4523.549805,4537.47998,1741420000
2015/5/29,4508.25,4539.569824,4499.649902,4532.149902,2024170000
2015/6/1,4521.850098,4535.430176,4488.169922,4530.029785,1902120000
2015/6/2,4508.890137,4531.080078,4486.189941,4503.759766,1729750000
2015/6/3,4519.859863,4539.350098,4512.439941,4531.040039,1852680000
2015/6/4,4487.029785,4526.209961,4475.049805,4501.72998,1813960000
2015/6/5,4477.189941,4493.430176,4452.319824,4483.430176,1842890000
2015/6/8,4431.509766,4477.830078,4423.799805,4476.689941,1712210000
2015/6/9,4427.609863,4441.620117,4392.450195,4421.02002,1754340000
2015/6/10,4485.459961,4497.509766,4435.290039,4440.540039,1792980000
2015/6/11,4488.470215,4511.319824,4483.839844,4498.490234,1623950000
2015/6/12,4453.790039,4476.209961,4449.209961,4467.379883,1428900000
2015/6/15,4432.919922,4437.970215,4396.129883,4416.140137,1790280000
2015/6/16,4455.899902,4463.200195,4426.189941,4428.299805,1654820000
2015/6/17,4468.97998,4482.27002,4441.339844,4465.169922,1712820000
2015/6/18,4531.850098,4540.689941,4483.609863,4483.609863,1877920000
2015/6/19,4513.419922,4539.490234,4511.209961,4538.709961,2468310000
2015/6/22,4544.040039,4557.97998,4534.759766,4541.850098,1619970000
2015/6/23,4548.740234,4551.77002,4529.990234,4549.52002,1613540000
2015/6/24,4524.600098,4561.640137,4523.899902,4542.069824,1628800000
2015/6/25,4514.009766,4546.149902,4508.660156,4540.399902,1614760000
2015/6/26,4484.279785,4523.970215,4469.22998,4514.370117,3843810000
2015/6/29,4379.870117,4460.080078,4377.22998,4433.109863,2025580000
2015/6/30,4396.759766,4420.5,4381.939941,4414.859863,2034430000
2015/7/1,4429.22998,4445.899902,4409.419922,4433.790039,1814560000
2015/7/2,4433.390137,4445.830078,4417.47998,4440.169922,1490810000
2015/7/6,4418.660156,4444.410156,4394.439941,4394.439941,1741500000
2015/7/7,4429.060059,4434.910156,4344.149902,4422.75,2132080000
2015/7/8,4351.580078,4403.129883,4346.419922,4392.509766,1931520000
2015/7/9,4352.029785,4414.430176,4351.509766,4410.27002,1861600000
2015/7/10,4420.149902,4434.109863,4394.009766,4405.990234,1590230000
2015/7/13,4494.470215,4498.740234,4456.540039,4457.759766,1694140000
2015/7/14,4523.470215,4537.209961,4500.660156,4503.200195,1682660000
2015/7/15,4528.359863,4547.180176,4517.399902,4531.319824,1691350000
2015/7/16,4594.899902,4595.02002,4558.319824,4567.060059,1823530000
2015/7/17,4661.600098,4661.600098,4624.680176,4635.47998,1854450000
2015/7/20,4679.680176,4694.129883,4657.97998,4670.22998,1814180000
2015/7/21,4674.410156,4686.359863,4661.759766,4679.540039,1774570000
